label,k,m,ring_dim,time_ms,phase_minhash_ms,phase_encode_ms,phase_encrypt_ms,phase_multiply_ms,phase_rotate_sum_ms,phase_decrypt_ms,phase_bias_correction_ms,memory_bytes,ct_size_bytes,jaccard_computed,jaccard_expected,jaccard_error
accuracy_k128_1.000000_t38,128,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,1.000000,1.000000,0.000000
accuracy_k128_1.000000_t39,128,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,1.000000,1.000000,0.000000
accuracy_k128_1.000000_t40,128,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,1.000000,1.000000,0.000000
accuracy_k128_1.000000_t41,128,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,1.000000,1.000000,0.000000
accuracy_k128_1.000000_t42,128,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,1.000000,1.000000,0.000000
accuracy_k128_1.000000_t43,128,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,1.000000,1.000000,0.000000
accuracy_k128_1.000000_t44,128,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,1.000000,1.000000,0.000000
accuracy_k128_1.000000_t45,128,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,1.000000,1.000000,0.000000
accuracy_k128_1.000000_t46,128,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,1.000000,1.000000,0.000000
accuracy_k128_1.000000_t47,128,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,1.000000,1.000000,0.000000
accuracy_k128_1.000000_t48,128,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,1.000000,1.000000,0.000000
accuracy_k128_1.000000_t49,128,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,1.000000,1.000000,0.000000
accuracy_k256_0.000000_t0,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.000000_t1,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.000000_t2,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.000000_t3,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.000000_t4,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.000000_t5,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.000000_t6,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.000000_t7,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.000000_t8,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.000000_t9,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.000000_t10,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.000000_t11,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.000000_t12,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.000000_t13,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.000000_t14,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.000000_t15,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.000000_t16,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.000000_t17,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.000000_t18,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.000000_t19,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.000000_t20,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.000000_t21,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.000000_t22,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.000000_t23,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.000000_t24,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.000000_t25,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.000000_t26,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.000000_t27,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.000000_t28,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.000000_t29,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.000000_t30,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.000000_t31,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.000000_t32,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.000000_t33,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.000000_t34,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.000000_t35,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.000000_t36,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.000000_t37,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.000000_t38,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.000000_t39,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.000000_t40,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.000000_t41,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.000000_t42,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.000000_t43,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.000000_t44,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.000000_t45,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.000000_t46,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.000000_t47,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.000000_t48,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.000000_t49,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000000,0.000000,0.000000
accuracy_k256_0.100000_t0,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.100000_t1,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.100000_t2,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.100000_t3,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.100000_t4,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.100000_t5,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.100000_t6,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.100000_t7,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.100000_t8,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.100000_t9,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.100000_t10,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.100000_t11,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.100000_t12,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.100000_t13,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.100000_t14,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.100000_t15,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.100000_t16,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.100000_t17,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.100000_t18,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.100000_t19,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.100000_t20,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.100000_t21,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.100000_t22,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.100000_t23,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.100000_t24,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.100000_t25,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.100000_t26,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.100000_t27,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.100000_t28,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.100000_t29,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.100000_t30,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.100000_t31,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.100000_t32,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.100000_t33,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.100000_t34,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.100000_t35,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.100000_t36,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.100000_t37,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.100000_t38,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.100000_t39,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.100000_t40,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.100000_t41,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.100000_t42,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.100000_t43,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.100000_t44,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.100000_t45,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.100000_t46,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.100000_t47,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.100000_t48,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.100000_t49,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.076613,0.052632,0.023981
accuracy_k256_0.200000_t0,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.200000_t1,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.200000_t2,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.200000_t3,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.200000_t4,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.200000_t5,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.200000_t6,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.200000_t7,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.200000_t8,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.200000_t9,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.200000_t10,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.200000_t11,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.200000_t12,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.200000_t13,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.200000_t14,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.200000_t15,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.200000_t16,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.200000_t17,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.200000_t18,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.200000_t19,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.200000_t20,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.200000_t21,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.200000_t22,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.200000_t23,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.200000_t24,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.200000_t25,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.200000_t26,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.200000_t27,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.200000_t28,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.200000_t29,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.200000_t30,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.200000_t31,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.200000_t32,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.200000_t33,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.200000_t34,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.200000_t35,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.200000_t36,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.200000_t37,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.200000_t38,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.200000_t39,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.200000_t40,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.200000_t41,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.200000_t42,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.200000_t43,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.200000_t44,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.200000_t45,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.200000_t46,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.200000_t47,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.200000_t48,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.200000_t49,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.125000,0.111111,0.013889
accuracy_k256_0.300000_t0,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.189516,0.176471,0.013046
accuracy_k256_0.300000_t1,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.189516,0.176471,0.013046
accuracy_k256_0.300000_t2,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.189516,0.176471,0.013046
accuracy_k256_0.300000_t3,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.189516,0.176471,0.013046
accuracy_k256_0.300000_t4,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.189516,0.176471,0.013046
accuracy_k256_0.300000_t5,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.189516,0.176471,0.013046
accuracy_k256_0.300000_t6,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.189516,0.176471,0.013046
accuracy_k256_0.300000_t7,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.189516,0.176471,0.013046
accuracy_k256_0.300000_t8,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.189516,0.176471,0.013046
accuracy_k256_0.300000_t9,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.189516,0.176471,0.013046
accuracy_k256_0.300000_t10,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.189516,0.176471,0.013046
accuracy_k256_0.300000_t11,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.189516,0.176471,0.013046
accuracy_k256_0.300000_t12,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.189516,0.176471,0.013046
accuracy_k256_0.300000_t13,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.189516,0.176471,0.013046
accuracy_k256_0.300000_t14,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.189516,0.176471,0.013046
accuracy_k256_0.300000_t15,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.189516,0.176471,0.013046
accuracy_k256_0.300000_t16,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.189516,0.176471,0.013046
accuracy_k256_0.300000_t17,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.189516,0.176471,0.013046
accuracy_k256_0.300000_t18,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.189516,0.176471,0.013046
accuracy_k256_0.300000_t19,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.189516,0.176471,0.013046
accuracy_k256_0.300000_t20,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.189516,0.176471,0.013046
accuracy_k256_0.300000_t21,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.189516,0.176471,0.013046
accuracy_k256_0.300000_t22,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.189516,0.176471,0.013046
accuracy_k256_0.300000_t23,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.189516,0.176471,0.013046
accuracy_k256_0.300000_t24,256,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.189516,0.176471,0.013046
